#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-11-23T11:17:57 [V7.294]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.294	
#INFO	-ref=VIZ637dfd101c8380	
#INFO	-out.max=1000	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=1000
#-order=I
#-out.src=J/A+A/661/A23/tableb1
#-nav=cat:J/A+A/661/A23&tab:{J/A+A/661/A23/tableb1}&key:source=J/A+A/661/A23&HTTPPRM:&&-ref=VIZ637dfd101c8380&-out.max=1000&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Host&-out=Pl-letter&-out=Pl-asem&-out=Mass&-out=f_Mass&-out=Rad&-out=f_Rad&-out=Dist&-out=ftrans&-out=FX&-out=binary&-out=Xray-prov&-out=LX&-out=LXUV&-out=FplX&-out=FplXUV&-out=dM/dt&-out=SimbadName&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/661/A23/tableb1
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A23/tableb1
#-out=Host
#-out=Pl-letter
#-out=Pl-asem
#-out=Mass
#-out=f_Mass
#-out=Rad
#-out=f_Rad
#-out=Dist
#-out=ftrans
#-out=FX
#-out=binary
#-out=Xray-prov
#-out=LX
#-out=LXUV
#-out=FplX
#-out=FplXUV
#-out=dM/dt
#-out=SimbadName
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36610023
#Name: J/A+A/661/A23
#Title: Exoplanet X-ray irradiation and evaporation rates (Foster+, 2022)
#Table	J_A_A_661_A23_tableb1:
#Name: J/A+A/661/A23/tableb1
#Title: Exoplanet irradiation fluxes and mass-loss rates
#Column	Host	(a27)	Host star name	[ucd=meta.id;meta.main]
#Column	Pl-letter	(A1)	Planet letter	[ucd=meta.note]
#Column	Pl-asem	(F23.18)	? Planet semi-major axis	[ucd=phys.size.smajAxis]
#Column	Mass	(F6.1)	? Planet mass	[ucd=phys.mass]
#Column	f_Mass	(F4.1)	[0/1]? Flag if mass was calculated	[ucd=meta.code]
#Column	Rad	(F4.1)	? Planet radius	[ucd=phys.angSize;src]
#Column	f_Rad	(F4.1)	[0/1]? Flag if radius was calculated	[ucd=meta.code]
#Column	Dist	(F10.6)	? Host star distance	[ucd=pos.distance]
#Column	ftrans	(I1)	[0/1]Flag if exoplanet is transiting	[ucd=meta.code]
#Column	FX	(E8.1)	Adopted stellar X-ray flux, 0.2-2 keV	[ucd=phot.flux;em.X-ray]
#Column	binary	(A1)	[0/1]Multi-stellar system flag	[ucd=meta.code]
#Column	Xray-prov	(A1)	[CERX] Adopted X-ray flux data source (1)	[ucd=meta.code]
#Column	LX	(D23.16)	? Stellar X-ray luminosity, 0.2-2keV	[ucd=phys.luminosity;em.X-ray]
#Column	LXUV	(D23.16)	? Stellar XUV luminosity	[ucd=phys.luminosity;em.UV]
#Column	FplX	(D23.16)	? Planet Xray irradiation flux, 0.2-2keV	[ucd=phot.flux;em.X-ray]
#Column	FplXUV	(D21.14)	? Planetary XUV irradiation flux	[ucd=phot.flux;em.UV]
#Column	dM/dt	(F29.15)	? Estimated planetary mass loss rate	[ucd=phys.mass.loss]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Host	Pl-letter	Pl-asem	Mass	f_Mass	Rad	f_Rad	Dist	ftrans	FX	binary	Xray-prov	LX	LXUV	FplX	FplXUV	dM/dt	SimbadName	_RA	_DE
K2-101                     	b	   0.108909814218876966	   4.5	 1.0	 2.0	 0.0	188.330000	1	 6.0e-15	0	X	 2.5528225402649032e+28	 2.2079094087162831e+29	 7.6526797676992169e+02	 6.61872237278292e+03	   4324336373.457564353942871	K2-101                 	130.34408	+18.93387
K2-141                     	b	   0.007478248640286919	   5.1	 0.0	 1.5	 0.0	 61.873600	1	 1.2e-14	0	X	 5.3397987685966438e+27	 5.5989959448074554e+28	 3.3950958395929127e+04	 3.55989591778366e+05	                             	K2-141                 	350.91655	-01.18929
K2-141                     	c	   0.068365614967484722	   7.4	 0.0	 7.0	 0.0	 61.873600	1	 1.2e-14	0	X	 5.3397987685966438e+27	 5.5989959448074554e+28	 4.0623411332215585e+02	 4.25952971581917e+03	  73084913455.053436279296875	K2-141                 	350.91655	-01.18929
K2-159                     	b	   0.101300000000000001	   5.6	 1.0	 2.3	 0.0	170.998000	1	 1.6e-15	0	X	 5.5569035986183391e+27	 5.7977741680527881e+28	 1.9254884634461519e+02	 2.00895104191252e+03	   1539524214.333595514297485	K2-159                 	180.54090	-03.58079
K2-198                     	b	   0.120318286381352307	  15.9	 1.0	 4.2	 0.0	110.567000	1	 5.4e-14	0	E	 7.9497836875877782e+28	 5.9990967199420785e+29	 1.9526256269240298e+03	 1.47349795341528e+04	  25265734442.124721527099609	K2-198                 	198.84384	-06.46490
K2-198                     	c	   0.040753229946448262	   2.5	 1.0	 1.4	 0.0	110.567000	1	 5.4e-14	0	E	 7.9497836875877782e+28	 5.9990967199420785e+29	 1.7019946503980151e+04	 1.28436583004183e+05	                             	K2-198                 	198.84384	-06.46490
K2-198                     	d	   0.069301300131897073	   6.3	 1.0	 2.4	 0.0	110.567000	1	 5.4e-14	0	E	 7.9497836875877782e+28	 5.9990967199420785e+29	 5.8857186228986884e+03	 4.44150390409521e+04	  37576599543.010292053222656	K2-198                 	198.84384	-06.46490
K2-240                     	b	   0.051299999999999998	   4.5	 1.0	 2.0	 0.0	 72.910500	1	 5.8e-14	0	E	 3.7181008206649706e+28	 3.0727575117975831e+29	 5.0235806703343833e+03	 4.15164783996642e+04	  27124754224.439144134521484	K2-240                 	227.84961	-17.87522
K2-240                     	c	   0.115900000000000003	   3.8	 1.0	 1.8	 0.0	 72.910500	1	 5.8e-14	0	E	 3.7181008206649706e+28	 3.0727575117975831e+29	 9.8419519179622819e+02	 8.13370404551336e+03	   4631442398.989096641540527	K2-240                 	227.84961	-17.87522
K2-25                      	b	   0.029773997631494867	  11.3	 1.0	 3.4	 0.0	 44.956500	1	 7.3e-14	0	X	 1.7611929528318587e+28	 1.5936931248456123e+29	 7.0641447381149128e+03	 6.39230294667370e+04	  84437854226.830017089843750	K2-25                  	063.27339	+15.24778
K2-284                     	b	   0.047710000000000002	   7.9	 1.0	 2.8	 0.0	107.272000	1	 5.3e-14	0	E	 7.2950911597159738e+28	 5.5615370961870993e+29	 1.1395643097600569e+04	 8.68766276317259e+04	  87235788808.416564941406250	K2-284                 	079.14068	+20.25510
K2-58                      	b	   0.069199999999999998	   7.4	 1.0	 2.7	 0.0	181.746000	1	 1.7e-15	0	X	 6.6623902947413714e+27	 6.7960417981584271e+28	 4.9470332671030661e+02	 5.04627369048751e+03	   4830572879.627777099609375	K2-58                  	333.82182	-14.04981
K2-58                      	c	   0.035000000000000003	   3.2	 1.0	 1.6	 0.0	181.746000	1	 1.7e-15	0	X	 6.6623902947413714e+27	 6.7960417981584271e+28	 1.9338417456473812e+03	 1.97263575879315e+04	   9789429873.072666168212891	K2-58                  	333.82182	-14.04981
K2-58                      	d	   0.151700000000000002	   3.5	 1.0	 1.7	 0.0	181.746000	1	 1.7e-15	0	X	 6.6623902947413714e+27	 6.7960417981584271e+28	 1.0294040159310903e+02	 1.05005447143823e+03	    559199979.456930041313171	K2-58                  	333.82182	-14.04981
KELT-11                    	b	   0.062326765598586818	  54.3	 0.0	15.1	 0.0	 99.159600	1	 1.1e-13	0	E	 1.2689436581538365e+29	 9.0613609838525192e+29	 1.1615023915116395e+04	 8.29413692677837e+04	1957369806075.177490234375000	KELT-11                	161.70725	-09.39903
Kapteyn                    	c	   0.310999999999999999	   7.0	 0.0	 2.6	 1.0	  3.933050	0	 2.7e-14	0	E	 5.0523029759499841e+25	 9.6383490378677991e+26	 1.8573577285621662e-01	 3.54330731179030e+00	      3235784.219831919763237	NAME Kapteyn star      	077.91912	-45.01843
Kepler-1512                	b	   0.131389932490279360	      	    	    	    	          	1	 1.1e-14	0	X	                       	                       	                       	                     	                             	Kepler-1512            	289.27448	+44.47032
Kepler-1542                	b	   0.047914415224291955	   0.4	 1.0	 0.8	 0.0	399.114000	1	 4.6e-15	0	X	 8.8310458621654092e+28	 6.5815841465612644e+29	 1.3677499414122001e+04	 1.01935393285924e+05	                             	Kepler-1542            	285.72849	+42.65453
Kepler-1542                	c	   0.038916852368148229	   0.2	 1.0	 0.6	 0.0	399.114000	1	 4.6e-15	0	X	 8.8310458621654092e+28	 6.5815841465612644e+29	 2.0733072931008785e+04	 1.54519030069635e+05	                             	Kepler-1542            	285.72849	+42.65453
Kepler-1542                	d	   0.063250791640399720	   0.6	 1.0	 0.9	 0.0	399.114000	1	 4.6e-15	0	X	 8.8310458621654092e+28	 6.5815841465612644e+29	 7.8488704013161587e+03	 5.84959038917839e+04	                             	Kepler-1542            	285.72849	+42.65453
Kepler-1542                	e	   0.056810458369725869	   0.4	 1.0	 0.8	 0.0	399.114000	1	 4.6e-15	0	X	 8.8310458621654092e+28	 6.5815841465612644e+29	 9.7293203294878658e+03	 7.25104833977978e+04	                             	Kepler-1542            	285.72849	+42.65453
Kepler-1627                	b	   0.069681149557532227	  12.8	 1.0	 3.7	 0.0	317.437000	1	 3.9e-14	0	R	 4.6491981815372366e+29	 2.8569058423396416e+30	 3.4046650659246741e+04	 2.09214732051576e+05	 304008251895.797180175781250	Kepler-1627            	284.05666	+41.57673
Kepler-1651                	b	   0.072455670517883167	   3.9	 1.0	 1.8	 0.0	 66.407400	1	 8.5e-14	1	R	 4.4708135281516583e+28	 3.6137737439622226e+29	 3.0280897672785604e+03	 2.44761523298780e+04	  14342620169.123977661132812	Kepler-1651            	283.62833	+48.39102
Kepler-63                  	b	   0.080000000000000002	 120.0	 0.0	 6.1	 0.0	194.033000	1	 2.1e-14	0	X	 9.5092379466536787e+28	 7.0252564639728774e+29	 5.2831469377025714e+03	 3.90309532503333e+04	  27463458481.528202056884766	Kepler-63              	289.22619	+49.54818
L 98-59                    	b	   0.022820000000000000	   1.0	 0.0	 0.8	 0.0	 10.619400	1	 2.5e-14	0	E	 3.4122816528822304e+26	 5.0742229927648438e+27	 2.3299174808239627e+02	 3.46469666196975e+03	                             	L 98-59                	124.53176	-68.31300
L 98-59                    	c	   0.031699999999999999	   2.4	 0.0	 1.4	 0.0	 10.619400	1	 2.5e-14	0	E	 3.4122816528822304e+26	 5.0742229927648438e+27	 1.2074059050652633e+02	 1.79546925732442e+03	                             	L 98-59                	124.53176	-68.31300
L 98-59                    	d	   0.050599999999999999	   2.3	 0.0	 1.6	 0.0	 10.619400	1	 2.5e-14	0	E	 3.4122816528822304e+26	 5.0742229927648438e+27	 4.7388262585770455e+01	 7.04685709038079e+02	                             	L 98-59                	124.53176	-68.31300
LP 714-47                  	b	   0.041700000000000001	  30.8	 0.0	 4.7	 0.0	 52.616000	1	 4.0e-14	0	E	 1.3196729911131743e+28	 1.2371482031041742e+29	 2.6984922016492164e+03	 2.52974395993731e+04	  31566258544.746887207031250	LP 714-47              	064.19000	-12.08402
LkCa 15                    	b	  14.699999999999999289	      	    	    	    	158.152000	0	 3.9e-13	0	X	 1.1594790886768055e+30	 6.4293229020012395e+30	 1.9078982072545663e+00	 1.05793142441123e+01	                             	LkCa 15                	069.82413	+22.35094
LkCa 15                    	c	  18.600000000000001421	      	    	    	    	158.152000	0	 3.9e-13	0	X	 1.1594790886768055e+30	 6.4293229020012395e+30	 1.1916918823148319e+00	 6.60794315819814e+00	                             	LkCa 15                	069.82413	+22.35094
MXB 1658-298               	b	   1.612999999999999989	      	    	    	    	          	0	 3.6e-14	0	X	                       	                       	                       	                     	                             	MXB 1658-298           	255.52725	-29.94558
Oph 11                     	b	 243.000000000000000000	      	    	    	    	          	0	 7.8e-16	0	C	                       	                       	                       	                     	                             	Oph 11                 	245.60506	-24.08721
PDS 70                     	b	  20.000000000000000000	 953.5	 0.0	30.5	 0.0	113.064000	0	 3.1e-13	0	E	 4.6745286969309698e+29	 2.8706956116069564e+30	 4.1553230000449071e-01	 2.55184389152858e+00	     28075561.582507625222206	PDS 70                 	212.04231	-41.39794
PDS 70                     	c	  34.000000000000000000	 635.7	 0.0	22.9	 0.0	113.064000	0	 3.1e-13	0	E	 4.6745286969309698e+29	 2.8706956116069564e+30	 1.4378280276971997e-01	 8.82990965926846e-01	      6147600.800668030045927	PDS 70                 	212.04231	-41.39794
PSR B1620-26               	b	  23.000000000000000000	      	    	    	    	          	0	 1.8e-15	0	C	                       	                       	                       	                     	                             	PSR B1620-26           	245.90926	-26.53160
Proxima Cen                	b	   0.048500000000000001	   1.3	 0.0	 0.9	 1.0	  1.301190	0	 3.2e-12	0	E	 6.5217254789699915e+26	 8.9223169836940361e+27	 9.8583897897395630e+01	 1.34871789584681e+03	                             	Proxima Cen            	217.42894	-62.67949
ROXs 12                    	b	 210.000000000000000000	5085.0	 0.0	12.5	 1.0	136.650000	0	 2.5e-13	0	E	 5.6347345595421621e+29	 3.3877593297141987e+30	 4.5431996437463960e-03	 2.73149814196512e-02	         3886.478235889179814	ROXs 12                	246.61683	-25.44659
ROXs 42 B                  	b	 157.000000000000000000	2860.0	 0.0	12.8	 1.0	143.590000	0	 1.3e-13	0	E	 3.2808377244154732e+29	 2.0980263812686095e+30	 4.7327372493127318e-03	 3.02648544022085e-02	         8203.701213388800170	ROXs 42 B              	247.81258	-24.54548
RR Cae                     	b	   5.299999999999999822	1334.9	 0.0	13.2	 1.0	 21.191600	0	 1.4e-13	0	E	 7.2910752309486991e+27	 7.3545516449398715e+28	 9.2292580520808590e-02	 9.30960836892555e-01	       592427.397466575144790	RR Cae                 	065.27318	-48.65196
Ross 128                   	b	   0.049599999999999998	   1.4	 0.0	 0.9	 1.0	  3.374540	0	 1.5e-13	0	E	 2.1046980483034407e+26	 3.3319064370344401e+27	 3.0419592662383081e+01	 4.81566639383072e+02	                             	Ross 128               	176.93499	+00.80456
Ross 458                   	c	1100.000000000000000000	1907.0	 0.0	14.0	 0.0	 11.509400	0	 5.9e-12	0	E	 9.3062572523192108e+28	 6.8928617116731881e+29	 2.7347437101894336e-05	 2.02554149322556e-04	          108.144911460943760	Ross 458               	195.19399	+12.37574
SR 12 AB                   	c	                       	      	    	    	    	          	0	 1.1e-11	0	E	                       	                       	                       	                     	                             	EM* SR 12              	246.83127	-24.69456
TAP 26                     	b	   0.096799999999999997	 527.6	 0.0	13.7	 1.0	121.402000	0	 6.1e-13	0	R	 1.0718822621708451e+30	 5.9956995652762077e+30	 4.0674602597699064e+04	 2.27518175941171e+05	 409484971072.398742675781250	TAP 26                 	064.71543	+17.38794
TOI-251                    	b	   0.057410000000000003	 317.8	 0.0	 2.7	 0.0	 99.523000	1	 1.3e-13	0	E	 1.4863623800815269e+29	 1.0418914445408631e+30	 1.6035280450203269e+04	 1.12402074593436e+05	   2692990441.571694374084473	TOI-251                	353.06182	-37.25587
TOI-540                    	b	   0.012230000000000000	   0.7	 1.0	 0.9	 0.0	 14.002200	1	 3.4e-13	0	E	 8.0776963526519671e+27	 8.0452045083533766e+28	 1.9202667343345245e+04	 1.91254262525443e+05	                             	TOI-540                	076.31012	-47.93765
TOI-700                    	b	   0.067699999999999996	   1.1	 1.0	 1.0	 0.0	 31.126500	1	 1.2e-14	0	E	 1.3937828885078057e+27	 1.7306445850731152e+28	 1.0812963572946717e+02	 1.34263356297535e+03	                             	TOI-700                	097.09679	-65.57931
TOI-700                    	c	   0.092899999999999996	   7.3	 1.0	 2.6	 0.0	 31.126500	1	 1.2e-14	0	E	 1.3937828885078057e+27	 1.7306445850731152e+28	 5.7423630875301356e+01	 7.13022786037892e+02	    672590596.665703296661377	TOI-700                	097.09679	-65.57931
TOI-700                    	d	   0.163300000000000001	   1.6	 1.0	 1.1	 0.0	 31.126500	1	 1.2e-14	0	E	 1.3937828885078057e+27	 1.7306445850731152e+28	 1.8584449785577153e+01	 2.30761029233228e+02	                             	TOI-700                	097.09679	-65.57931
TOI-837                    	b	   0.083482935880018816	 381.4	 0.0	 8.6	 0.0	142.488000	1	 1.2e-13	0	E	 2.9117165480072141e+29	 1.8877165679123498e+30	 1.4855272276541717e+04	 9.63093183519845e+04	  60100655575.350173950195312	TOI-837                	157.03746	-64.50526
TOI-942                    	b	   0.047960000000000003	 826.4	 0.0	 4.8	 0.0	152.601000	1	 1.8e-13	0	E	 4.9429006340621248e+29	 3.0162985721958110e+30	 7.6410049336475306e+04	 4.66275856582646e+05	  23244146617.731845855712891	TOI-942                	076.64955	-20.24560
TOI-942                    	c	   0.084699999999999998	 794.6	 0.0	 5.8	 0.0	152.601000	1	 1.8e-13	0	E	 4.9429006340621248e+29	 3.0162985721958110e+30	 2.4498641826052637e+04	 1.49497681283411e+05	  13518824675.052375793457031	TOI-942                	076.64955	-20.24560
TYC 8998-760-1             	b	 162.000000000000000000	4449.6	 0.0	12.6	 1.0	 94.617700	0	 7.6e-13	0	E	 8.1643383174911554e+29	 4.7077712836998334e+30	 1.1061599055177939e-02	 6.37840769927456e-02	        10538.815551324318221	TYC 8998-760-1         	201.30053	-64.93908
TYC 8998-760-1             	c	 320.000000000000000000	1907.0	 0.0	12.3	 0.0	 94.617700	0	 7.6e-13	0	E	 8.1643383174911554e+29	 4.7077712836998334e+30	 2.8349668516024400e-03	 1.63471612948986e-02	         5948.248771983126971	TYC 8998-760-1         	201.30053	-64.93908
USco1556 A                 	b	3500.000000000000000000	4767.4	 0.0	12.5	 1.0	140.635000	0	 1.7e-13	0	E	 4.0210102189904143e+29	 2.5121276551380670e+30	 1.1671482871989625e-05	 7.29176333865599e-05	           11.152013407497531	USco1556 A             	239.10381	-25.68895
USco1621 A                 	b	2880.000000000000000000	5085.3	 0.0	12.5	 1.0	137.901000	0	 2.5e-13	0	E	 5.7780858762057927e+29	 3.4640810396306887e+30	 2.4769997663265663e-05	 1.48501218388536e-04	           21.128008579875068	USco1621 A             	245.37311	-25.49532
UZ For                     	b	   5.900000000000000355	      	    	    	    	          	0	 1.0e-12	0	E	                       	                       	                       	                     	                             	UZ For                 	053.86938	-25.73938
UZ For                     	c	   2.799999999999999822	      	    	    	    	          	0	 1.0e-12	0	E	                       	                       	                       	                     	                             	UZ For                 	053.86938	-25.73938
V1298 Tau                  	b	   0.168800000000000006	  72.6	 1.0	10.3	 0.0	108.199000	1	 1.8e-12	0	R	 2.4672671879683650e+30	 1.2593007936879691e+31	 3.0789188851763814e+04	 1.57148970922610e+05	 868505044508.258666992187500	V1298 Tau              	061.33163	+20.15710
V1298 Tau                  	c	   0.082500000000000004	  25.9	 1.0	 5.6	 0.0	108.199000	1	 1.8e-12	0	R	 2.4672671879683650e+30	 1.2593007936879691e+31	 1.2889475191131698e+05	 6.57882795084683e+05	1643841448913.699218750000000	V1298 Tau              	061.33163	+20.15710
V1298 Tau                  	d	   0.108299999999999993	  32.6	 1.0	 6.4	 0.0	108.199000	1	 1.8e-12	0	R	 2.4672671879683650e+30	 1.2593007936879691e+31	 7.4797351257996372e+04	 3.81767991177777e+05	1140494690362.484863281250000	V1298 Tau              	061.33163	+20.15710
V1298 Tau                  	e	   0.307999999999999996	  55.2	 1.0	 8.7	 0.0	108.199000	1	 1.8e-12	0	R	 2.4672671879683650e+30	 1.2593007936879691e+31	 9.2478696364943626e+03	 4.72014122748895e+04	 211340558294.061187744140625	V1298 Tau              	061.33163	+20.15710
V830 Tau                   	b	   0.057000000000000002	 222.5	 0.0	14.2	 1.0	130.111000	0	 3.4e-13	0	R	 6.8074350361346237e+29	 4.0063466884379687e+30	 7.4500766860144198e+04	 4.38455745830676e+05	2075672775705.904296875000000	V830 Tau               	068.29179	+24.56202
WASP-107                   	b	   0.055053058374558254	  30.5	 0.0	 6.2	 1.0	 64.741400	1	 8.6e-15	0	X	 4.2992349301749746e+27	 4.6315872785194242e+28	 5.0437694369078378e+02	 5.43367802392149e+03	  15411681251.410491943359375	WASP-107               	188.38685	-10.14617
WASP-107                   	c	   1.820519847719928697	 115.0	 0.0	13.5	 1.0	 64.741400	0	 8.6e-15	0	X	 4.2992349301749746e+27	 4.6315872785194242e+28	 4.6124034722843121e-01	 4.96896531419868e+00	     39160528.449728973209858	WASP-107               	188.38685	-10.14617
WASP-121                   	b	   0.025440000000000001	 376.0	 0.0	20.9	 0.0	269.898000	1	 8.2e-15	0	X	 7.1288206080863599e+28	 5.4496995785603470e+29	 3.9166108356464763e+04	 2.99409307567596e+05	2693021770990.740722656250000	WASP-121               	107.60025	-39.09738
WASP-140                   	b	   0.032300000000000002	 775.5	 0.0	16.1	 0.0	117.598000	1	 3.1e-14	0	E	 5.0640113343118865e+28	 4.0325450538553023e+29	 1.7259037537373370e+04	 1.37436198027576e+05	 275874408607.806152343750000	WASP-140               	060.38562	-20.45109
WASP-180 A                 	b	   0.048000000000000001	 286.0	 0.0	13.9	 0.0	253.985000	1	 8.0e-14	0	E	 6.1849516945239762e+29	 3.6795890968786986e+30	 9.5451066718470538e+04	 5.67863294217300e+05	1973152941518.589599609375000	WASP-180 A             	123.39231	-01.98278
WASP-19                    	b	   0.016340000000000000	 339.8	 0.0	15.6	 0.0	268.325000	1	 5.0e-15	0	X	 4.3184299778816004e+28	 3.5051739005597076e+29	 5.7510709646723808e+04	 4.66801683687948e+05	1931914181647.240722656250000	WASP-19                	148.41699	-45.65918
WASP-43                    	b	   0.014200000000000001	 565.7	 0.0	10.4	 0.0	 86.746700	1	 6.2e-15	0	X	 5.5926022240721464e+27	 5.8303674235825086e+28	 9.8619816752391089e+03	 1.02812562716851e+05	  76200206881.801040649414062	WASP-43                	154.90837	-09.80628
WASP-62                    	b	   0.054508960231243582	 165.3	 0.0	14.8	 0.0	175.631000	1	 2.0e-14	0	E	 7.5079724363492648e+28	 5.7042958522247725e+29	 8.9849118935585830e+03	 6.82642298990015e+04	 495258132812.798950195312500	WASP-62                	087.13997	-63.98844
WASP-69                    	b	   0.047901597616504636	  92.2	 0.0	12.4	 0.0	 49.960500	1	 4.6e-14	0	X	 1.3718251583509736e+28	 1.2799330297147870e+29	 2.1258162163246534e+03	 1.98341776560502e+04	 153424808005.900695800781250	WASP-69                	315.02582	-05.09445
WASP-77 A                  	b	   0.027438956968033314	 727.8	 0.0	15.5	 0.0	105.166000	1	 4.2e-13	0	C	 5.6022935656728348e+29	 3.3704580021978814e+30	 2.6458036684430239e+05	 1.59177130616455e+06	2996101182461.527343750000000	WASP-77 A              	037.15512	-07.06066
WASP-79                    	b	   0.052387474833149476	 270.2	 0.0	18.7	 0.0	246.690000	1	 1.9e-15	0	X	 1.4086038752556944e+28	 1.3099877700784852e+29	 1.8249917156522831e+03	 1.69722437229918e+04	 152537654180.332214355468750	WASP-79                	066.37090	-30.60045
WASP-8                     	b	   0.087442547627631262	 807.3	 0.0	12.7	 0.0	 89.960600	1	 7.5e-14	0	E	 7.2338830334827439e+28	 5.5204018277211399e+29	 3.3639755197728045e+03	 2.56715466946418e+04	  23919140306.231613159179688	WASP-8                 	359.90030	-35.03137
WASP-8                     	c	   5.280000000000000249	3003.4	 0.0	12.8	 1.0	 89.960600	0	 7.5e-14	0	E	 7.2338830334827439e+28	 5.5204018277211399e+29	 9.2263640350600873e-01	 7.04092624204964e+00	      1806795.909114046255127	WASP-8                 	359.90030	-35.03137
WASP-80                    	b	   0.034400000000000000	 171.0	 0.0	11.2	 0.0	 49.787600	1	 1.2e-14	0	X	 3.6346244687656098e+27	 3.9988086414864896e+28	 1.0921181123448362e+03	 1.20154678501122e+04	  36524863030.270416259765625	WASP-80                	303.16737	-02.14422
Wolf 1061                  	b	   0.037499999999999999	   1.9	 0.0	 1.0	 1.0	  4.305920	0	 1.6e-13	0	R	 3.5154095603043734e+26	 5.2075141768352131e+27	 8.8887428629635039e+01	 1.31672437248300e+03	                             	Wolf 1061              	247.57524	-12.66259
Wolf 1061                  	c	   0.088999999999999996	   3.4	 0.0	 1.7	 1.0	  4.305920	0	 1.6e-13	0	R	 3.5154095603043734e+26	 5.2075141768352131e+27	 1.5780576506807765e+01	 2.33763874359831e+02	    122699702.544051513075829	Wolf 1061              	247.57524	-12.66259
Wolf 1061                  	d	   0.469999999999999973	   7.7	 0.0	 2.7	 1.0	  4.305920	0	 1.6e-13	0	R	 3.5154095603043734e+26	 5.2075141768352131e+27	 5.6585761208883789e-01	 8.38227093166240e+00	      8237677.656881725415587	Wolf 1061              	247.57524	-12.66259
XO-2 N                     	b	   0.036799999999999999	 179.9	 0.0	11.1	 0.0	154.273000	1	 1.1e-15	0	X	 3.2229951234952342e+27	 3.5998212822243934e+28	 8.4623495389976767e+02	 9.45175056146829e+03	  26822988615.705593109130859	XO-2 N                 	117.02697	+50.22581
YZ Cet                     	b	   0.015570000000000001	   0.8	 0.0	 0.8	 1.0	  3.712070	0	 1.7e-12	0	R	 2.8851721638188269e+27	 3.2676633427334657e+28	 4.2317641713227213e+03	 4.79277487532021e+04	                             	YZ Cet                 	018.12765	-16.99899
YZ Cet                     	c	   0.020899999999999998	   1.0	 0.0	 0.8	 1.0	  3.712070	0	 1.7e-12	0	R	 2.8851721638188269e+27	 3.2676633427334657e+28	 2.3485840664281809e+03	 2.65993903498550e+04	                             	YZ Cet                 	018.12765	-16.99899
YZ Cet                     	d	   0.027640000000000001	   1.1	 0.0	 0.9	 1.0	  3.712070	0	 1.7e-12	0	R	 2.8851721638188269e+27	 3.2676633427334657e+28	 1.3428348537121028e+03	 1.52085628783137e+04	                             	YZ Cet                 	018.12765	-16.99899
bet Pic                    	b	   9.099999999999999645	      	    	    	    	 19.744200	0	 1.3e-15	0	X	 5.9495948183957772e+25	 1.1108778291402548e+27	 2.5546508618931271e-04	 4.76991306180463e-03	                             	bet Pic                	086.82120	-51.06651
bet Pic                    	c	   2.700000000000000178	2860.5	 0.0	12.8	 1.0	 19.744200	0	 1.3e-15	0	X	 5.9495948183957772e+25	 1.1108778291402548e+27	 2.9019291889351138e-03	 5.41833334222279e-02	        14684.428112668194444	bet Pic                	086.82120	-51.06651
eps Eri                    	b	   3.484492797478974779	 247.9	 0.0	14.1	 1.0	  3.202600	0	 1.9e-11	0	R	 2.3816878494754412e+28	 2.0773330517041185e+29	 6.9748142737911700e-01	 6.08350595718713e+00	     25512376.236813485622406	eps Eri                	053.23269	-09.45826
eps Ind A                  	b	  11.550000000000000711	1032.9	 0.0	13.3	 1.0	  3.638570	0	 1.5e-12	0	E	 2.3548258367120985e+27	 2.7361298813373141e+28	 6.2765612698424686e-03	 7.29289044426265e-02	        61849.081364239900722	eps Ind                	330.84022	-56.78598
eps Tau                    	b	   1.929999999999999938	2415.4	 0.0	12.9	 1.0	 47.528520	0	 2.5e-13	0	R	 6.8531466477178138e+28	 5.2636024372237031e+29	 6.5418767262863611e+00	 5.02452961399342e+01	     16456885.794859861955047	eps Tau                	067.15417	+19.18043
gam Cep                    	b	   2.049999999999999822	 588.0	 0.0	13.6	 1.0	 14.102400	0	 4.1e-14	0	R	 9.7555410562311422e+26	 1.2676317602075564e+28	 8.2541163766376616e-02	 1.07253713670674e+00	      1709794.935506402980536	gam Cep                	354.83713	+77.63236
omi UMa                    	b	   3.899999999999999911	1303.1	 0.0	13.2	 1.0	 54.914900	0	 3.4e-13	1	R	 1.2283378841006509e+29	 8.8049862027468050e+29	 2.8715447013103601e+00	 2.05838408168291e+01	     13457098.255804909393191	omi UMa                	127.56613	+60.71817
